section_id,section_name,category_id,category_name,item_id,item_name
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168475,Glass Working Machines
17,Transportation,1786,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",178603,Self-Propelled Rail Transport
17,Transportation,1787,Vehicles,178702,Buses
17,Transportation,1787,Vehicles,178706,Motor vehicle (8701 to 8705) chassis fitted with engine
20,Miscellaneous,2096,Miscellaneous manufactured articles,209602,Vegetable and Mineral Carvings
1,Animal Products,104,Edible Animal By-Products,10407,Eggs
4,Foodstuffs,423,"Food industries, residues and wastes thereof; prepared animal fodder",42301,Animal Meal and Pellets
11,Textiles,1155,Man-made staple fibres,115503,Unprocessed Synthetic Staple Fibers
11,Textiles,1157,Carpets and other textile floor coverings,115701,Knotted Carpets
17,Transportation,1787,Vehicles,178710,Tanks and Armored vehicles
21,Arts and Antiques,2197,Works of art; collectors' pieces and antiques,219704,Revenue Stamps
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52512,Siliceous Fossil Meals
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63201,Vegetable Tanning Extracts
6,Chemical Products,633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63303,Perfumes
6,Chemical Products,634,"Soap, organic surface-active agents, others",63407,Pastes and Waxes
8,Animal Hides,843,Furskins and artificial fur; manufactures thereof,84303,Furskin Apparel
9,Wood Products,944,Wood and articles of wood; wood charcoal,94411,Wood Fiberboard
10,Paper Goods,1048,Paper Articles,104814,Wallpaper
11,Textiles,1155,Man-made staple fibres,115512,Synthetic Fabrics
11,Textiles,1155,Man-made staple fibres,115516,Woven Fabric of Synthetic Staple Fibers
11,Textiles,1163,Textiles rags,116308,Packaged Sewing Sets
12,Footwear and Headwear,1264,Footwear,126406,Footwear Parts
13,Stone And Glass,1370,Glass and glassware,137002,Glass Balls
14,Precious Metals,1471,"Precious metals, gems and jewelry",147118,Coin
15,Metals,1576,Aluminium and articles thereof,157603,Aluminium Powder
18,Instruments,1891,Clocks and watches and parts thereof,189110,Incomplete Movement Sets
20,Miscellaneous,2096,Miscellaneous manufactured articles,209614,Smoking Pipes
2,Vegetable Products,211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21103,Cereal Meal and Pellets
3,Animal and Vegetable Bi-Products,315,"Animal or vegetable fats, oils and waxes",31503,Lard stearin and oils
9,Wood Products,944,Wood and articles of wood; wood charcoal,94412,Plywood
11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115804,Tulles and Net Fabric
11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115907,Coated Textile Fabric
13,Stone And Glass,1369,Ceramic products,136901,Bricks
21,Arts and Antiques,2197,Works of art; collectors' pieces and antiques,219703,Sculptures
1,Animal Products,104,Edible Animal By-Products,10403,Fermented Milk Products
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20701,Potatoes
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20714,Cassava
2,Vegetable Products,211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21106,Legume Flours
2,Vegetable Products,214,Vegetable plaiting materials; vegetable products not elsewhere specified or included,21402,Vegetable Stuffing Materials
3,Animal and Vegetable Bi-Products,315,"Animal or vegetable fats, oils and waxes",31521,Waxes
4,Foodstuffs,420,"Preparations of vegetables, fruit, nuts or other parts of plants",42004,Other Frozen Vegetables
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52503,Sulphur
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62813,Nonmetal Sulfides
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62850,Hydrides and other anions
6,Chemical Products,636,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,63601,Propellant Powders
7,Plastics and Rubbers,740,Rubber and rubber articles,74003,Reclaimed Rubber
8,Animal Hides,841,Raw leather from different animals,84109,Patent Leather
8,Animal Hides,841,Raw leather from different animals,84110,Leather Waste
10,Paper Goods,1047,Pulp of wood or other fibrous cellulosic material,104706,Recovered Paper Pulp
11,Textiles,1152,Cotton,115203,Prepared Cotton
11,Textiles,1154,Man-made filaments,115406,Retail Artificial Filament Yarn
11,Textiles,1155,Man-made staple fibres,115505,Artificial Fibers Waste
11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115802,Terry Fabric
11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115809,Metallic Fabric
11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115811,Quilted Textiles
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116213,Handkerchiefs
13,Stone And Glass,1370,Glass and glassware,137003,Cast or Rolled Glass
13,Stone And Glass,1370,Glass and glassware,137012,Vacuum Flasks Glass Inners
14,Precious Metals,1471,"Precious metals, gems and jewelry",147107,Silver Clad Metals
15,Metals,1572,Iron and steel,157227,Steel Bars
15,Metals,1574,Copper and articles thereof,157409,Copper Plating
15,Metals,1574,Copper and articles thereof,157414,Endless Copper Wire Bands
15,Metals,1574,Copper and articles thereof,157416,Copper Springs
15,Metals,1575,Nickel and articles thereof,157505,Nickel Bars
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158101,Tungsten
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158112,Other Metals
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168453,Leather Machinery
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168456,Non-Mechanical Removal Machinery
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168469,Typewriters
17,Transportation,1789,"Ships, boats and floating structures",178905,Special Purpose Ships
18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",189012,Non-optical Microscopes
8,Animal Hides,842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",84206,Articles of Gut
12,Footwear and Headwear,1265,Headgear and parts thereof,126501,Hat Forms
15,Metals,1578,Lead and articles thereof,157801,Raw Lead
1,Animal Products,102,Meat and edible meat offal,10201,Bovine Meat
1,Animal Products,102,Meat and edible meat offal,10204,Sheep and Goat Meat
1,Animal Products,102,Meat and edible meat offal,10209,Animal Fat
1,Animal Products,103,Aquatic Animals,10302,Non-fillet Fresh Fish
9,Wood Products,944,Wood and articles of wood; wood charcoal,94403,Rough Wood
10,Paper Goods,1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",104904,Sheet Music
14,Precious Metals,1471,"Precious metals, gems and jewelry",147103,Precious Stones
15,Metals,1575,Nickel and articles thereof,157504,Nickel Powder
9,Wood Products,944,Wood and articles of wood; wood charcoal,94413,Densified Wood
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158105,Cobalt
17,Transportation,1789,"Ships, boats and floating structures",178904,Tug Boats
20,Miscellaneous,2095,Toys,209502,Dolls
2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",20803,Bananas
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62803,Carbon
6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,63501,Casein
10,Paper Goods,1047,Pulp of wood or other fibrous cellulosic material,104705,Semi chemical Woodpulp
11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115101,Wool
11,Textiles,1155,Man-made staple fibres,115506,Processed Synthetic Staple Fibers
11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115810,Embroidery
11,Textiles,1160,Fabrics; knitted or crocheted,116001,Pile Fabric
12,Footwear and Headwear,1266,Umbrellas,126603,Umbrella and Walking Stick Accessories
14,Precious Metals,1471,"Precious metals, gems and jewelry",147110,Platinum
15,Metals,1579,Zinc and articles thereof,157906,Zinc Pipes
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158107,Cadmium
17,Transportation,1789,"Ships, boats and floating structures",178902,Fishing Ships
4,Foodstuffs,423,"Food industries, residues and wastes thereof; prepared animal fodder",42305,Ground Nut Meal
6,Chemical Products,634,"Soap, organic surface-active agents, others",63406,Candles
15,Metals,1572,Iron and steel,157224,Steel Ingots
19,Weapons,1993,Arms and ammunition; parts and accessories thereof,199301,Military Weapons
9,Wood Products,944,Wood and articles of wood; wood charcoal,94408,Veneer Sheets
10,Paper Goods,1048,Paper Articles,104813,Cigarette Paper
10,Paper Goods,1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",104903,Children's Picture Books
12,Footwear and Headwear,1267,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",126704,Fake Hair
15,Metals,1572,Iron and steel,157204,Scrap Iron
15,Metals,1576,Aluminium and articles thereof,157602,Scrap Aluminium
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52504,Graphite
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52525,Mica
5,Mineral Products,526,"Ores, slag and ash",52606,Aluminium Ore
5,Mineral Products,527,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",52709,Crude Petroleum
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62802,Sulfur
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62819,Chromium Oxides and Hydroxides
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62831,Dithionites and Sulfoxylates
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63202,Synthetic Tanning Extracts
8,Animal Hides,841,Raw leather from different animals,84108,Chamois Leather
10,Paper Goods,1047,Pulp of wood or other fibrous cellulosic material,104702,Dissolving Grades Chemical Woodpulp
11,Textiles,1152,Cotton,115210,Light Mixed Woven Cotton
11,Textiles,1154,Man-made filaments,115403,Non-Retail Artificial Filament Yarn
14,Precious Metals,1471,"Precious metals, gems and jewelry",147111,Platinum Clad Metals
15,Metals,1572,Iron and steel,157203,Iron Reductions
15,Metals,1572,Iron and steel,157206,Iron Ingots
15,Metals,1574,Copper and articles thereof,157402,Raw Copper
15,Metals,1575,Nickel and articles thereof,157506,Nickel Sheets
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168478,Tobacco Processing Machines
1,Animal Products,103,Aquatic Animals,10306,Crustaceans
1,Animal Products,104,Edible Animal By-Products,10408,Processed Egg Products
2,Vegetable Products,206,"Live trees, plants, bulbs, roots and cut flowers",20604,Plant foliage
8,Animal Hides,841,Raw leather from different animals,84104,Tanned Equine and Bovine Hides
20,Miscellaneous,2096,Miscellaneous manufactured articles,209618,Mannequins
21,Arts and Antiques,2197,Works of art; collectors' pieces and antiques,219702,Prints
1,Animal Products,103,Aquatic Animals,10301,Live Fish
6,Chemical Products,631,Fertilizers,63101,Animal or Vegetable Fertilizers
1,Animal Products,102,Meat and edible meat offal,10205,Horse Meat
1,Animal Products,102,Meat and edible meat offal,10208,Other Meat
3,Animal and Vegetable Bi-Products,315,"Animal or vegetable fats, oils and waxes",31501,Pig and Poultry Fat
6,Chemical Products,638,Chemical products n.e.s.,63817,Alkylbenzenes and Alkylnaphthalenes
15,Metals,1575,Nickel and articles thereof,157501,Nickel Mattes
15,Metals,1579,Zinc and articles thereof,157905,Zinc Sheets
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168457,Metalworking Transfer Machines
17,Transportation,1789,"Ships, boats and floating structures",178901,Passenger and Cargo Ships
20,Miscellaneous,2096,Miscellaneous manufactured articles,209601,Worked Ivory and Bone
1,Animal Products,105,Other Animal Products,10509,Natural Sponges
2,Vegetable Products,206,"Live trees, plants, bulbs, roots and cut flowers",20603,Cut Flowers
2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",20808,Apples and Pears
2,Vegetable Products,210,Cereals,21003,Barley
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52511,Barium Sulphate
5,Mineral Products,526,"Ores, slag and ash",52601,Iron Ore
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62822,Cobalt Oxides and Hydroxides
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62848,Phosphides
6,Chemical Products,629,Organic chemicals,62927,"Diazo, Azo or Aoxy Compounds"
9,Wood Products,945,Cork and articles of cork,94501,Raw Cork
10,Paper Goods,1047,Pulp of wood or other fibrous cellulosic material,104701,Mechanical Wood Pulp
10,Paper Goods,1048,Paper Articles,104822,Paper Spools
11,Textiles,1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115605,Metallic Yarn
11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115904,Linoleum
15,Metals,1574,Copper and articles thereof,157410,Copper Foil
15,Metals,1580,Tin; articles thereof,158004,Tin Plating
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158103,Tantalum
20,Miscellaneous,2095,Toys,209508,Fairground Amusements
3,Animal and Vegetable Bi-Products,315,"Animal or vegetable fats, oils and waxes",31504,Fish oil
3,Animal and Vegetable Bi-Products,315,"Animal or vegetable fats, oils and waxes",31513,Coconut Oil
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52522,Quicklime
15,Metals,1574,Copper and articles thereof,157404,Scrap Copper
5,Mineral Products,527,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",52705,Non-Petroleum Gas
12,Footwear and Headwear,1267,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",126702,Artificial Vegetation
13,Stone And Glass,1369,Ceramic products,136904,Ceramic Bricks
15,Metals,1574,Copper and articles thereof,157401,Precipitated Copper
2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",20814,Citrus and Melon Peels
2,Vegetable Products,209,"Coffee, tea, mate and spices",20908,"Nutmeg, mace and cardamons"
6,Chemical Products,636,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,63605,Matches
9,Wood Products,944,Wood and articles of wood; wood charcoal,94416,Wood Barrels
10,Paper Goods,1048,Paper Articles,104807,Composite Paper
11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115902,Polyamide Fabric
13,Stone And Glass,1370,Glass and glassware,137008,Insulating Glass
15,Metals,1579,Zinc and articles thereof,157904,Zinc Bars
17,Transportation,1786,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",178601,Electric Locomotives
3,Animal and Vegetable Bi-Products,315,"Animal or vegetable fats, oils and waxes",31518,Inedible Fats and Oils
5,Mineral Products,526,"Ores, slag and ash",52616,Precious Metal Ore
5,Mineral Products,527,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",52703,Peat
11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115808,Ornamental Trimmings
11,Textiles,1153,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,115309,Flax Woven Fabric
17,Transportation,1787,Vehicles,178715,Baby Carriages
1,Animal Products,101,Animals; live,10105,Poultry
2,Vegetable Products,211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21109,Wheat Gluten
15,Metals,1578,Lead and articles thereof,157802,Scrap Lead
2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",20805,Citrus
2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",20810,Other Fruits
2,Vegetable Products,212,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",21212,"Locust beans, seaweed, sugar beet, cane, for food"
4,Foodstuffs,423,"Food industries, residues and wastes thereof; prepared animal fodder",42303,Starch Residue
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52524,Asbestos
5,Mineral Products,526,"Ores, slag and ash",52617,Other Ores
9,Wood Products,944,Wood and articles of wood; wood charcoal,94401,Fuel Wood
9,Wood Products,944,Wood and articles of wood; wood charcoal,94404,Wood Stakes
11,Textiles,1152,Cotton,115205,Non-Retail Pure Cotton Yarn
11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115905,Textile Wall Coverings
15,Metals,1579,Zinc and articles thereof,157903,Zinc Powder
17,Transportation,1786,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",178602,Other Locomotives
1,Animal Products,101,Animals; live,10106,Other Animals
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52516,Granite
1,Animal Products,105,Other Animal Products,10504,Animal Organs
3,Animal and Vegetable Bi-Products,315,"Animal or vegetable fats, oils and waxes",31510,Olive Oil
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52521,Limestone
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62816,Magnesium Hydroxide and Peroxide
12,Footwear and Headwear,1267,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",126703,Processed Hair
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168444,Artificial Textile Machinery
11,Textiles,1155,Man-made staple fibres,115511,Retail Artificial Staple Fibers Yarn
14,Precious Metals,1471,"Precious metals, gems and jewelry",147105,Precious Stone Dust
2,Vegetable Products,209,"Coffee, tea, mate and spices",20907,Cloves
12,Footwear and Headwear,1267,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",126701,Bird Skins and Feathers
1,Animal Products,105,Other Animal Products,10502,Pig Hair
2,Vegetable Products,212,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",21214,Forage Crops
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52518,Dolomite
9,Wood Products,944,Wood and articles of wood; wood charcoal,94405,Wood Wool
14,Precious Metals,1471,"Precious metals, gems and jewelry",147115,Other Precious Metal Products
14,Precious Metals,1471,"Precious metals, gems and jewelry",147108,Gold
2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",20809,Pitted Fruits
11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115109,Retail Wool or Animal Hair Yarn
11,Textiles,1153,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,115311,Other Vegetable Fibers Fabric
12,Footwear and Headwear,1265,Headgear and parts thereof,126502,Hat Shapes
2,Vegetable Products,209,"Coffee, tea, mate and spices",20905,Vanilla
4,Foodstuffs,418,Cocoa and cocoa preparations,41805,Cocoa Powder
4,Foodstuffs,423,"Food industries, residues and wastes thereof; prepared animal fodder",42307,Wine Lees
5,Mineral Products,526,"Ores, slag and ash",52602,Manganese Ore
11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115113,Horsehair Fabric
11,Textiles,1155,Man-made staple fibres,115514,Heavy Synthetic Cotton Fabrics
11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115105,Prepared Wool or Animal Hair
11,Textiles,1152,Cotton,115206,Non-Retail Mixed Cotton Yarn
11,Textiles,1153,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,115303,Jute and Other Textile Fibers
8,Animal Hides,843,Furskins and artificial fur; manufactures thereof,84304,Artificial Fur
11,Textiles,1150,Silk,115006,Retail Silk Yarn
14,Precious Metals,1471,"Precious metals, gems and jewelry",147109,Gold Clad Metals
2,Vegetable Products,206,"Live trees, plants, bulbs, roots and cut flowers",20601,Bulbs and Roots
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62817,Zinc Oxide and Peroxide
17,Transportation,1789,"Ships, boats and floating structures",178908,Scrap Vessels
4,Foodstuffs,423,"Food industries, residues and wastes thereof; prepared animal fodder",42308,Other Vegetable Residues and Waste
15,Metals,1575,Nickel and articles thereof,157502,Raw Nickel
18,Instruments,1891,Clocks and watches and parts thereof,189109,Clock Movements
2,Vegetable Products,209,"Coffee, tea, mate and spices",20903,Mat̩
3,Animal and Vegetable Bi-Products,315,"Animal or vegetable fats, oils and waxes",31506,Other Animal Fats
4,Foodstuffs,419,"Preparations of cereals, flour, starch or milk; pastrycooks' products",41903,Tapioca
7,Plastics and Rubbers,740,Rubber and rubber articles,74004,Scrap Rubber
11,Textiles,1154,Man-made filaments,115405,Artificial Monofilament
2,Vegetable Products,212,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",21213,Cereal Straws
6,Chemical Products,638,Chemical products n.e.s.,63805,Turpentine
1,Animal Products,101,Animals; live,10101,Horses
1,Animal Products,101,Animals; live,10102,Bovine
1,Animal Products,101,Animals; live,10103,Pigs
11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115106,Non-Retail Carded Wool Yarn
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20707,Cucumbers
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136801,Curbstones
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158111,Manganese
5,Mineral Products,526,"Ores, slag and ash",52619,Slag Dross
2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",20812,Preserved Fruits and Nuts
4,Foodstuffs,416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",41603,Animal Extracts
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20702,Tomatoes
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20705,Lettuce
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20706,Root Vegetables
2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",20807,Melons
2,Vegetable Products,212,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",21204,Linseed
2,Vegetable Products,214,Vegetable plaiting materials; vegetable products not elsewhere specified or included,21401,Vegetable Plaiting Materials
3,Animal and Vegetable Bi-Products,315,"Animal or vegetable fats, oils and waxes",31511,Palm Oil
4,Foodstuffs,417,Sugars and sugar confectionery,41703,Molasses
9,Wood Products,945,Cork and articles of cork,94502,Debacked Cork
11,Textiles,1150,Silk,115002,Raw Silk
11,Textiles,1154,Man-made filaments,115408,Artificial Filament Yarn Woven Fabric
13,Stone And Glass,1370,Glass and glassware,137001,Glass Scraps
15,Metals,1572,Iron and steel,157201,Pig Iron
15,Metals,1574,Copper and articles thereof,157417,Copper Stovetops
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158110,Antimony
18,Instruments,1891,Clocks and watches and parts thereof,189111,Watch Cases and Parts
1,Animal Products,105,Other Animal Products,10501,Human Hair
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62824,Lead Oxides
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20711,Preserved Vegetables
3,Animal and Vegetable Bi-Products,315,"Animal or vegetable fats, oils and waxes",31522,Fat and Oil Residues
4,Foodstuffs,418,Cocoa and cocoa preparations,41801,Cocoa Beans
5,Mineral Products,526,"Ores, slag and ash",52618,Granulated Slag
5,Mineral Products,526,"Ores, slag and ash",52621,Other Slag and Ash
11,Textiles,1150,Silk,115004,Non-Retail Silk Yarn
11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115102,Animal Hair
11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115103,Wool or Animal Hair Waste
14,Precious Metals,1471,"Precious metals, gems and jewelry",147112,Precious Metal Scraps
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168446,Looms
1,Animal Products,104,Edible Animal By-Products,10410,Other Edible Animal Products
1,Animal Products,105,Other Animal Products,10507,Raw Bones
5,Mineral Products,527,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",52708,Pitch Coke
11,Textiles,1153,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,115307,Jute Yarn
1,Animal Products,101,Animals; live,10104,Sheep and Goats
1,Animal Products,105,Other Animal Products,10508,Coral and Shells
2,Vegetable Products,212,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",21205,Rapeseed
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52502,Iron Pyrites
6,Chemical Products,631,Fertilizers,63103,Phosphatic Fertilizers
11,Textiles,1150,Silk,115003,Silk Waste
11,Textiles,1150,Silk,115005,Silk Waste Yarn
11,Textiles,1153,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,115304,"Sisal, Agave, raw, processed, not spun, tow and waste"
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136803,Slate
15,Metals,1580,Tin; articles thereof,158006,Tin pipes or tubes and pipe fittings
18,Instruments,1892,Musical instruments; parts and accessories of such articles,189204,Accordions
11,Textiles,1155,Man-made staple fibres,115510,Non-Retail Artificial Staple Fibers Yarn
11,Textiles,1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115606,Gimp Yarn
15,Metals,1579,Zinc and articles thereof,157902,Scrap Waste
4,Foodstuffs,418,Cocoa and cocoa preparations,41803,Cocoa Paste
5,Mineral Products,526,"Ores, slag and ash",52607,Lead Ore
8,Animal Hides,841,Raw leather from different animals,84103,Other Hides and Skins
5,Mineral Products,526,"Ores, slag and ash",52613,Molybdenum Ore
8,Animal Hides,841,Raw leather from different animals,84105,Tanned Sheep Hides
11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115111,Carded Wool or Animal Hair Fabric
1,Animal Products,105,Other Animal Products,10506,Processed Bones
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52510,Calcium Phosphates
5,Mineral Products,526,"Ores, slag and ash",52610,Chromium Ore
8,Animal Hides,841,Raw leather from different animals,84101,Equine and Bovine Hides
10,Paper Goods,1048,Paper Articles,104815,Paper Floor Coverings
11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115107,Non-Retail Combed Wool Yarn
11,Textiles,1153,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,115306,Flax Yarn
11,Textiles,1155,Man-made staple fibres,115507,Processed Artificial Staple Fibers
2,Vegetable Products,210,Cereals,21002,Rye
4,Foodstuffs,418,Cocoa and cocoa preparations,41802,Cocoa Shells
